GEOID,District,Total,Total_VAP,White,Hispanic,Black,Native,Asian,Pacific,D_votes,R_votes
37123000LIT,10,813,606,545,30,14,13,0,0,63.333333333333336,338.8333333333333
37123000MTG,10,2121,1688,773,19,842,43,30,4,830.8333333333334,418.1666666666667
37123000OPH,10,456,363,333,13,8,8,3,0,27.666666666666668,221.83333333333334
37123000PEE,10,1788,1529,1331,25,120,19,34,5,199.66666666666666,696.0
37123000ROC,10,1368,992,332,282,364,17,2,0,347.1666666666667,190.5
37123000STA,10,2599,2011,1594,267,105,48,7,2,265.3333333333333,882.1666666666666
37123000UWH,10,1956,1652,1531,20,34,30,35,1,224.5,846.5
37123000WAD,10,682,539,262,23,170,6,77,0,202.33333333333334,149.0
37125000BEN,10,3048,2399,1647,279,403,66,10,5,477.5,1084.5
37125000CAM,10,3981,3044,2399,216,314,82,27,3,505.5,1443.1666666666667
37125000CAR,10,7636,5814,4460,319,832,172,61,6,1223.1666666666667,2649.1666666666665
37125000DHR,10,2553,1981,1664,134,111,66,8,0,275.8333333333333,1068.6666666666667
37125000EAB,10,4295,3280,2230,163,729,109,53,9,896.6666666666666,1088.0
37125000EWD,10,2198,1727,1360,78,238,58,13,0,401.3333333333333,837.8333333333334
37125000LTR,10,4769,3515,2765,235,321,113,69,12,669.1666666666666,1450.3333333333333
37125000NSP,10,3415,2919,2459,144,204,38,56,2,940.0,898.1666666666666
37125000PBF,10,3713,2853,1769,287,644,106,52,9,753.6666666666666,979.6666666666666
37125000PDN,10,4706,3732,3116,165,262,68,95,11,1111.0,1447.0
37125000PHC,10,5115,4248,3670,136,254,80,96,6,1343.3333333333333,1990.0
37125000RBN,10,2590,1904,1146,565,139,47,13,6,265.3333333333333,656.8333333333334
37125000SLS,10,4885,3875,3452,150,165,43,55,0,1161.8333333333333,2380.1666666666665
37125000SSP,10,5722,4440,2543,182,1546,96,112,7,1576.3333333333333,1169.5
37125000TLT,10,642,535,180,17,331,5,10,1,305.3333333333333,106.16666666666667
37125000VSS,10,3402,2568,1958,239,249,76,28,2,487.8333333333333,1030.5
37125000WAB,10,6154,4736,3086,316,995,213,151,14,1159.5,1522.1666666666667
37125000WEM,10,2798,2229,1965,89,124,36,14,1,273.3333333333333,1346.5
37125000WND,10,3385,2688,2116,130,323,62,44,3,692.6666666666666,1207.0
3712500EKWD,10,2092,1681,1426,61,111,35,42,0,392.3333333333333,655.0
3712500PHA1,10,4588,3564,2982,156,220,83,117,4,893.3333333333334,1574.8333333333333
3712500PHA2,10,2333,2060,1894,26,41,43,29,1,535.5,1212.5
3712500PHB1,10,3802,3188,2766,124,169,34,80,4,970.3333333333334,1521.1666666666667
3712500PHB2,10,2763,2359,2151,64,54,36,58,7,585.5,1268.6666666666667
3712500WKWD,10,2916,2466,2152,98,100,54,62,5,628.3333333333334,1146.6666666666667
37125EUR-WP,10,6226,4407,3866,200,132,78,98,7,902.6666666666666,2253.6666666666665
3712700P01A,7,4704,3556,2171,563,749,100,28,11,793.6666666666666,1414.3333333333333
3712700P02A,7,3732,2841,1655,444,662,57,15,3,648.5,1002.3333333333334
3712700P03A,7,2932,2228,1521,287,374,43,5,1,445.3333333333333,897.6666666666666
3712700P04A,7,3102,2314,1245,627,402,39,4,1,488.0,845.3333333333334
3712700P05A,7,4159,3303,2743,242,269,59,4,6,471.3333333333333,1913.0
3712700P06A,7,4092,3298,1706,184,1326,96,12,5,1305.0,994.3333333333334
3712700P07A,7,1188,945,671,65,194,19,5,1,206.16666666666666,461.6666666666667
3712700P08A,7,9888,7913,4325,222,3157,191,46,14,2638.6666666666665,2804.6666666666665
3712700P09A,7,2085,1648,1044,58,510,33,1,4,479.1666666666667,584.0
3712700P10A,7,2682,2138,768,99,1205,95,5,0,1007.1666666666666,475.5
3712700P11A,7,3856,3059,2519,57,410,67,14,4,609.5,1886.0
3712700P12A,7,1268,1050,467,34,521,25,3,1,460.0,328.6666666666667
3712700P13A,7,1098,880,287,18,561,18,8,0,466.6666666666667,156.66666666666666
3712700P14A,7,2035,1604,1027,42,492,23,18,2,511.3333333333333,699.0
3712700P15A,7,6030,4669,2979,205,1353,115,45,1,1284.6666666666667,1930.6666666666667
3712700P16A,7,3298,2579,950,290,1240,63,60,10,998.1666666666666,585.0
3712700P17A,7,6254,4967,1871,253,2590,114,171,4,2226.6666666666665,994.6666666666666
3712700P18A,7,4195,3357,1183,115,1917,42,120,4,1443.0,607.8333333333334
3712700P19A,7,7770,6197,3388,352,2240,76,149,13,2292.3333333333335,2168.3333333333335
3712700P20A,7,3747,3040,1543,104,1287,52,46,8,1186.6666666666667,931.1666666666666
3712700P21A,7,4092,3248,1036,118,1997,59,68,2,1496.5,533.1666666666666
3712700P22A,7,3114,2358,331,60,1935,59,17,0,1239.6666666666667,141.0
3712700P23A,7,5111,3807,696,88,2985,66,24,2,1904.3333333333333,350.5
3712700P24A,7,4538,3575,2383,153,985,37,25,2,851.6666666666666,1587.3333333333333
371290000WB,4,2476,2129,2020,24,23,15,26,1,732.0,1027.0
37129000H01,4,2548,1986,1333,254,312,47,50,4,642.6666666666666,663.1666666666666
37129000H02,4,4936,4180,3865,117,72,36,65,2,1280.8333333333333,2116.6666666666665
37129000H03,4,7561,5943,4838,716,165,110,100,9,1765.1666666666667,2340.3333333333335
37129000H04,4,5297,4644,4054,187,209,53,100,21,1503.0,1670.1666666666667
37129000H05,4,4590,4017,3577,204,112,59,57,7,1296.3333333333333,1727.8333333333333
37129000H06,4,4399,3602,2717,314,362,83,114,12,1069.5,1208.8333333333333
37129000H08,4,8200,6204,5691,181,135,71,94,5,2066.0,2838.5
37129000H10,4,6159,4799,3305,397,810,116,177,17,1646.1666666666667,1364.5
37129000H11,4,9718,7606,5867,565,758,150,242,10,2142.6666666666665,2781.5
37129000H12,4,4662,3674,3284,130,92,52,95,6,1145.8333333333333,1679.3333333333333
37129000H13,4,5528,4547,4135,85,150,53,93,4,1508.3333333333333,2084.1666666666665
37129000M02,4,8254,6126,5351,217,209,93,215,3,2315.8333333333335,2745.3333333333335
37129000M03,4,7371,5886,4491,686,425,181,126,14,1497.3333333333333,2075.6666666666665
37129000M04,4,9220,7405,6026,351,637,154,214,4,2547.5,2709.6666666666665
37129000M06,4,3692,3023,2715,64,104,49,76,0,1012.1666666666666,1316.3333333333333
37129000M07,4,2793,2299,2050,78,53,35,62,4,730.6666666666666,1034.0
37129000W03,4,2983,2557,1392,159,918,69,25,15,1309.5,242.66666666666666
37129000W08,4,2786,2205,1161,59,919,47,19,6,768.5,421.1666666666667
37129000W12,4,2124,1708,1437,73,138,20,32,0,884.1666666666666,533.3333333333334
37129000W13,4,3354,2883,1744,371,641,73,75,4,958.6666666666666,370.1666666666667
37129000W15,4,8894,6859,3004,743,2897,140,151,10,2566.1666666666665,671.5
37129000W16,4,4274,3434,2924,121,198,62,98,12,1264.1666666666667,1289.1666666666667
37129000W17,4,2979,2360,1851,102,278,39,89,1,922.1666666666666,894.8333333333334
37129000W18,4,2338,1939,1612,170,75,33,43,7,572.8333333333334,579.5
37129000W21,4,6060,5271,4343,271,463,84,104,6,1680.3333333333333,1472.8333333333333
37129000W24,4,7486,7230,5046,556,1248,59,321,52,1331.0,773.6666666666666
37129000W25,4,4831,4143,2394,150,1465,83,64,5,2242.6666666666665,486.1666666666667
37129000W26,4,3960,3313,2226,336,622,94,42,12,1181.5,624.3333333333334
37129000W27,4,4033,3354,2250,181,813,105,36,4,1855.1666666666667,456.5
37129000W28,4,5988,5243,3733,587,643,141,158,25,1499.0,811.0
37129000W29,4,4361,3467,861,159,2350,85,31,7,2041.1666666666667,177.5
37129000W30,4,7336,6058,4165,771,936,126,91,5,1842.6666666666667,1404.6666666666667
37129000W31,4,5296,4432,3810,159,282,54,103,15,1503.0,1598.6666666666667
3712900CF01,4,6072,4851,3125,414,1115,151,46,7,1523.8333333333333,1533.0
3712900CF02,4,4386,3535,2567,341,483,111,39,4,769.1666666666666,1305.8333333333333
3712900CF05,4,4853,3890,2941,260,500,122,84,7,1085.1666666666667,1293.0
3712900CF06,4,4500,3573,2505,253,649,91,54,9,970.5,1217.6666666666667
3712900FP03,4,2209,1946,1838,22,13,39,19,3,672.6666666666666,855.0
3712900FP04,4,7573,5866,5097,199,293,130,92,11,1612.5,2496.5
3712900FP06,4,5969,4726,3981,176,297,144,119,2,1290.5,1819.5
3712900FP07,4,7094,5672,4869,237,294,127,104,11,1597.0,2446.8333333333335
3712900FP08,4,6559,5528,5097,125,89,126,61,5,1788.0,2430.5
3713100GAPL,6,2353,1930,326,18,1565,13,12,2,1173.0,206.16666666666666
3713100JARE,6,1091,941,412,11,486,11,4,0,400.0,259.1666666666667
3713100WOPO,6,1153,913,408,23,465,14,5,2,364.3333333333333,224.33333333333334
37131COMIPE,6,1794,1444,794,30,598,31,6,3,481.1666666666667,516.6666666666666
37131CREEKS,6,786,647,382,10,248,9,3,1,203.83333333333334,273.6666666666667
37131GALATI,6,724,600,306,22,266,8,3,0,216.5,235.83333333333334
37131GASTON,6,3487,2809,912,40,1795,61,0,0,1284.1666666666667,500.0
37131LAKE-G,6,1643,1477,1014,13,421,31,2,2,453.8333333333333,561.3333333333334
37131LASKER,6,230,192,150,2,38,0,1,0,52.333333333333336,149.33333333333334
37131NEWTOW,6,703,581,338,4,235,2,0,1,184.0,209.66666666666666
37131RICH-S,6,1709,1380,344,23,1001,18,4,0,741.3333333333334,212.83333333333334
37131SEABOA,6,1284,1029,321,12,669,14,7,0,451.0,215.33333333333334
37131SEVERN,6,514,429,266,7,150,4,0,0,127.66666666666667,139.83333333333334
3713300BC21,4,8747,6599,5248,533,409,192,205,37,780.8333333333334,2328.3333333333335
3713300BM08,4,12241,9509,4974,1297,2576,303,503,75,2197.3333333333335,2194.6666666666665
3713300CL10,4,5516,3991,3118,332,313,150,93,25,410.3333333333333,1459.1666666666667
3713300CR07,4,9033,6885,4850,552,1063,266,171,34,936.1666666666666,2147.1666666666665
3713300EN03,4,21612,15955,8064,2330,4360,511,992,136,3266.6666666666665,3139.8333333333335
3713300FS16,4,6788,5333,4675,268,168,134,77,16,693.1666666666666,2259.1666666666665
3713300GB12,4,8356,5818,4014,544,933,208,169,32,908.8333333333334,2228.3333333333335
3713300HM05,4,7899,5893,3381,659,1445,231,279,52,1297.5,1907.0
3713300HN14,4,4673,3350,2462,269,453,127,62,9,433.3333333333333,1256.5
3713300HR17,4,4786,3713,2976,228,225,130,115,25,535.1666666666666,1295.3333333333333
3713300HU20,4,6187,4430,3415,282,421,212,117,29,503.8333333333333,1561.6666666666667
3713300JA01,4,37964,33170,19614,7761,3466,747,1422,442,926.6666666666666,1433.1666666666667
3713300ML23,4,1754,1342,1017,48,229,27,20,1,238.83333333333334,562.6666666666666
3713300MT24,4,2874,2219,1774,148,173,85,40,15,270.5,1008.6666666666666
3713300NM13,4,1789,1374,1084,92,139,46,22,12,115.83333333333333,712.6666666666666
3713300NR02,4,3202,2488,777,288,1387,91,39,9,809.6666666666666,193.0
3713300RL09,4,10126,7135,5119,598,1031,228,143,35,1103.1666666666667,2799.1666666666665
3713300SF18,4,8647,6740,5656,382,279,162,207,20,818.5,2686.6666666666665
3713300SW19,4,7450,5857,5002,309,236,145,158,21,1021.5,2692.0
3713300TL06,4,6097,4519,3122,381,720,173,157,22,768.1666666666666,1678.8333333333333
3713300VR15,4,3790,2734,2047,241,258,84,98,9,317.3333333333333,992.1666666666666
3713300WN04,4,7271,5508,3805,524,802,159,257,30,1221.6666666666667,2235.1666666666665
371330NE22A,4,8051,5755,3006,786,1549,231,285,52,1103.8333333333333,1080.1666666666667
371330NE22B,4,9723,7150,4266,827,1499,251,345,56,1390.0,2051.5
3713500000H,11,1772,1460,1008,92,304,28,35,5,973.6666666666666,171.83333333333334
371350000CA,11,1534,1205,827,79,251,34,12,0,418.1666666666667,467.5
371350000CB,11,2052,1612,1271,155,91,33,78,1,1210.6666666666667,114.33333333333333
371350000CF,11,6618,5074,2869,322,580,65,1209,2,2951.0,624.0
371350000CG,11,1971,1613,1224,73,260,34,15,2,653.6666666666666,623.0
371350000CH,11,2012,1656,1176,76,92,31,266,5,976.6666666666666,109.83333333333333
371350000CO,11,3616,2864,1840,219,303,33,456,2,1819.0,252.0
371350000CP,11,3603,2652,2139,93,287,30,82,5,1421.3333333333333,882.3333333333334
371350000CW,11,3572,2910,2461,99,230,87,24,0,901.5,1377.6666666666667
371350000CX,11,8142,6221,4014,536,1334,184,183,10,2373.8333333333335,1910.6666666666667
371350000DA,11,3962,2917,2315,162,111,41,256,3,2179.0,340.8333333333333
371350000DM,11,3353,2740,1756,317,352,55,246,7,1636.8333333333333,271.6666666666667
371350000EF,11,2874,2213,1622,203,305,68,51,3,840.8333333333334,845.6666666666666
371350000EH,11,2692,2195,1578,105,194,20,298,4,1540.5,222.33333333333334
371350000ES,11,2842,2177,1121,273,393,38,349,5,1237.6666666666667,199.66666666666666
371350000GB,11,7306,5556,3771,691,769,152,184,9,2372.0,1023.1666666666666
371350000GL,11,3286,2543,1886,131,171,31,310,4,1515.5,392.8333333333333
371350000HE,11,2569,1988,1477,211,184,64,49,3,817.6666666666666,406.6666666666667
371350000HF,11,4133,2811,1821,255,258,50,381,0,1933.6666666666667,392.3333333333333
371350000KM,11,2562,1982,1629,85,117,18,123,4,1492.3333333333333,304.8333333333333
371350000LC,11,3363,2929,1798,382,487,49,232,2,1732.8333333333333,176.16666666666666
371350000NC,11,3141,2237,1829,122,36,29,177,2,1965.3333333333333,217.33333333333334
371350000NS,11,3849,3465,2366,180,574,38,319,9,1609.8333333333333,263.1666666666667
371350000OG,11,4362,3616,2964,256,238,82,72,2,1872.6666666666667,1042.1666666666667
371350000OW,11,3984,3363,1722,628,602,89,374,7,1771.6666666666667,180.66666666666666
371350000PA,11,4017,3156,2402,357,130,45,207,7,1789.5,638.0
371350000RE,11,4796,3538,1761,286,418,43,1039,5,2140.3333333333335,544.0
371350000RF,11,2614,1964,1284,66,169,16,404,3,1329.5,273.6666666666667
371350000SJ,11,3702,2846,1889,318,436,64,154,3,2026.6666666666667,401.8333333333333
371350000SM,11,3133,2524,2119,142,183,45,37,4,1094.1666666666667,979.1666666666666
371350000TH,11,2641,2169,1391,229,316,50,201,0,1538.6666666666667,98.5
371350000TO,11,1816,1457,1023,89,306,26,16,1,609.5,582.5
371350000WC,11,2610,2084,1391,326,269,66,38,3,957.1666666666666,519.5
371350000WD,11,4206,3372,1988,411,324,70,536,4,1912.1666666666667,326.1666666666667
371350000WH,11,3057,2387,1246,338,717,76,32,3,1252.8333333333333,394.1666666666667
371350000WW,11,3999,3459,2365,232,412,50,406,0,1860.6666666666667,286.5
37135000CS1,11,2200,1742,1461,100,88,61,50,3,993.5,474.3333333333333
37135000EA1,11,3274,3047,2240,173,158,57,415,4,1613.6666666666667,291.3333333333333
37135000ENO,11,4369,3188,1969,889,204,106,75,4,1030.0,873.0
37135000UNC,11,12651,12156,7382,924,1576,160,2202,19,3042.1666666666665,587.0
37135000WDS,11,441,439,432,2,2,1,4,0,417.1666666666667,23.666666666666668
371370001GB,6,1394,1115,927,63,90,29,12,4,143.16666666666666,569.0
371370001RB,6,1991,1598,1310,50,184,38,13,4,246.0,807.3333333333334
371370002OT,6,2047,1883,1633,57,146,26,17,5,723.8333333333334,865.5
371370002SW,6,588,485,305,24,128,20,10,2,108.33333333333333,215.16666666666666
371370003BY,6,2183,1897,1047,55,757,35,11,3,549.6666666666666,472.8333333333333
371370004HB,6,252,220,204,2,10,6,1,0,13.0,129.66666666666666
371370005AP,6,2566,2235,1810,83,258,52,27,3,581.1666666666666,1105.1666666666667
3713701AL-A,6,733,611,469,19,114,3,6,1,110.83333333333333,261.5
3713704MSIC,6,202,167,101,0,64,2,1,0,79.83333333333333,61.333333333333336
3713704VM-A,6,320,267,111,0,145,7,4,0,85.83333333333333,70.0
371390000MH,6,6035,4679,2863,193,1415,102,89,10,1445.5,1591.5
37139000NEW,6,2623,2090,1265,40,721,46,12,1,629.6666666666666,694.6666666666666
37139000NIX,6,4859,3937,3002,120,683,57,65,14,992.1666666666666,1893.6666666666667
37139000PRO,6,8174,6614,4372,283,1652,148,153,14,1204.1666666666667,2290.5
37139000SAL,6,1613,1288,1050,31,171,19,10,2,263.1666666666667,616.8333333333334
3713900EAST,6,4255,3383,1919,164,1193,67,57,6,1189.0,827.3333333333334
3713900WEST,6,4559,3337,953,136,2196,48,34,6,1325.0,315.1666666666667
371390NORTH,6,3875,3021,1355,226,1308,107,70,1,895.0,524.1666666666666
371390SOUTH,6,4575,3615,891,254,2399,54,59,5,1455.3333333333333,340.1666666666667
3714100CF11,4,5258,3987,3066,439,353,140,16,4,689.3333333333334,1628.8333333333333
3714100CL05,4,1959,1525,636,128,740,29,2,1,704.1666666666666,407.0
3714100CS04,4,1419,1144,765,75,284,25,2,1,317.6666666666667,434.6666666666667
3714100CT03,4,299,210,94,22,85,6,1,0,92.5,58.0
3714100GR06,4,2227,1808,1084,145,531,52,4,4,526.6666666666666,566.6666666666666
3714100LC09,4,2118,1659,1177,103,332,40,19,0,396.8333333333333,810.1666666666666
3714100LT18,4,6377,4617,4038,208,177,106,58,11,916.1666666666666,2341.1666666666665
3714100LU16,4,1647,1346,1038,98,179,27,6,1,244.33333333333334,588.5
3714100MH07,4,336,283,240,7,29,6,2,0,69.66666666666667,161.66666666666666
3714100MT19,4,4517,3498,3026,95,213,101,54,10,897.8333333333334,1738.0
3714100NB01,4,3461,2877,1762,179,850,85,14,6,501.0,861.6666666666666
3714100PL10,4,594,454,394,17,29,15,0,1,86.5,276.3333333333333
3714100RP20,4,3266,2471,1325,567,488,96,20,2,569.6666666666666,741.5
3714100SB02,4,4580,3595,2364,262,861,100,20,1,930.5,1318.1666666666667
3714100SC13,4,5099,4068,3575,131,192,98,60,4,936.5,1931.0
3714100SH12,4,2561,2014,1857,51,41,36,11,1,434.6666666666667,1130.5
3714100SP15,4,5705,4300,3692,176,228,120,51,16,926.3333333333334,1970.8333333333333
3714100UH08,4,892,748,231,31,476,12,0,0,459.8333333333333,158.0
3714100UT14,4,6285,4803,4317,162,97,100,86,8,974.8333333333334,2338.6666666666665
3714100UU17,4,1603,1201,686,102,398,27,1,2,339.6666666666667,450.3333333333333
37143BELVID,6,934,746,584,9,136,7,3,4,151.66666666666666,379.5
37143BETHEL,6,3458,3001,2509,36,342,85,16,5,621.0,1416.3333333333333
37143EAST-H,6,1357,1047,551,16,462,15,7,1,390.1666666666667,280.6666666666667
37143NEW-HO,6,3037,2468,1899,42,430,61,24,9,479.5,1206.1666666666667
37143NICANO,6,356,284,225,3,48,6,2,0,42.333333333333336,119.0
37143PARKVI,6,2497,2011,1306,40,616,32,14,2,529.8333333333334,817.5
37143WEST-H,6,1366,1035,706,45,254,26,3,2,226.16666666666666,391.5
3714500ALVI,11,3106,2402,1530,84,747,34,4,1,736.3333333333334,867.5
3714500CUCL,11,2413,2013,1476,47,444,29,5,1,511.5,898.0
3714500FLRI,11,7407,5798,4545,243,823,141,42,2,1243.6666666666667,2785.0
3714500HLWY,11,1565,1261,907,24,241,86,2,2,245.0,587.1666666666666
3714500MTTZ,11,3308,2687,2159,104,343,58,17,0,634.1666666666666,1290.1666666666667
3714500OLHI,11,2236,1778,1442,59,237,33,10,0,364.6666666666667,912.3333333333334
3714500PNTH,11,6764,5193,2734,313,2013,136,33,7,1543.3333333333333,1271.6666666666667
3714500RCTL,11,5667,4483,2399,313,1675,94,23,2,1524.6666666666667,1414.0
3714500ROX4,11,2583,2095,1172,83,803,40,10,0,708.6666666666666,579.3333333333334
3714500SWST,11,2622,2068,1573,90,345,50,18,0,527.5,1000.6666666666666
3714500WDSD,11,1426,1185,682,46,415,30,3,2,420.5,402.0
37147000101,6,5686,4349,2189,226,1800,88,60,4,1650.6666666666667,1337.0
37147000301,6,7361,5321,1545,1118,2590,122,13,16,1908.3333333333333,924.1666666666666
37147000401,6,2204,1728,680,87,950,23,5,4,681.6666666666666,442.6666666666667
37147000501,6,1913,1534,1022,111,388,13,6,2,362.6666666666667,637.6666666666666
37147000601,6,7075,5287,4211,353,605,90,52,5,948.3333333333334,2783.1666666666665
37147000701,6,2823,2154,1411,90,524,23,101,1,652.8333333333334,982.1666666666666
37147000901,6,1251,976,608,45,293,23,4,1,218.83333333333334,355.3333333333333
37147001001,6,4442,3461,2103,275,1034,75,12,8,912.6666666666666,1219.1666666666667
37147001101,6,1885,1416,855,89,433,32,12,2,415.8333333333333,515.6666666666666
37147001201,6,6279,4919,2337,696,1800,98,32,10,1396.6666666666667,1327.6666666666667
37147001301,6,1634,1260,1032,65,117,27,19,4,195.83333333333334,662.8333333333334
37147001501,6,2096,1651,202,209,1232,18,6,1,661.0,55.666666666666664
37147001503,6,4369,3547,1146,141,2065,54,168,3,1548.8333333333333,304.6666666666667
37147001506,6,2577,2168,975,115,990,35,50,8,987.6666666666666,344.0
37147001507,6,6541,5889,3560,330,1791,78,160,7,1301.8333333333333,779.1666666666666
37147001509,6,5958,4714,2808,366,1328,123,150,7,1818.1666666666667,1210.1666666666667
3714700200A,6,4055,3094,2040,202,789,53,22,4,840.3333333333334,1179.1666666666667
3714700200B,6,3441,2632,1209,134,1251,46,16,10,968.8333333333334,631.0
3714700800A,6,3298,2522,1339,183,974,28,18,3,926.0,884.0
3714700800B,6,2866,2113,1099,79,894,36,15,4,827.1666666666666,646.0
